DT_COMPTC;IBOV;Dol;NDX;SPX;Fluxo
02/10/2008;46145.1;20.206;1491.11;1114.28;-197.555
03/10/2008;44517.3;2.044;1470.84;1099.23;182.464
06/10/2008;42100.8;2.179;1411.28;1056.89;107.003
07/10/2008;40139.9;2.311;1329.98;996.23;-109.868
08/10/2008;38593.5;23.342;1330.61;984.94;34.514
09/10/2008;37080.3;22.826;1275.1;909.92;-189.186
10/10/2008;35609.5;2.313;1269.8;899.22;66.116
13/10/2008;40829.1;2.144;1429.54;1003.35;-207.179
14/10/2008;41569.0;20.963;1364.59;998.01;127.327
15/10/2008;36833.0;22.265;1244.23;907.84;-124.633
16/10/2008;36441.7;21.335;1312.97;946.43;5.882
17/10/2008;36399.1;2.119;1311.72;940.55;203.367
20/10/2008;39441.1;21.183;1352.76;985.4;-6.148
21/10/2008;39043.4;22.386;1283.43;955.05;-33.87
22/10/2008;35069.7;2.379;1237.09;896.78;-149.241
23/10/2008;33818.5;22.608;1239.16;908.11;180.529
24/10/2008;31481.6;23.075;1202.27;876.77;20.59
27/10/2008;29435.1;22.506;1169.78;848.92;-31.445
28/10/2008;33386.6;2.161;1297.57;940.51;-48.034
29/10/2008;34845.2;21.335;1302.12;930.09;-66.533
30/10/2008;37448.8;2.105;1333.94;954.09;-24.02
31/10/2008;37256.8;2.159;1334.78;968.75;230.628
03/11/2008;38249.4;21.795;1334.75;966.3;9.661
04/11/2008;40254.8;21.123;1378.4;1005.75;-76.232
05/11/2008;37785.7;21.295;1299.98;952.77;76.184
06/11/2008;36361.9;22.182;1241.97;904.88;-51.018
07/11/2008;36665.1;21.643;1271.62;930.99;47.142
10/11/2008;36776.3;2.172;1251.0;919.21;67.132
11/11/2008;37261.9;22.085;1225.59;898.95;77.054
12/11/2008;34374.0;23.176;1165.38;852.3;126.465
13/11/2008;35993.3;23.305;1240.93;911.29;230.277
14/11/2008;35789.1;22.415;1179.63;873.29;-30.597
17/11/2008;35717.2;22.891;1151.96;850.75;-30.228
18/11/2008;34094.7;2.327;1155.75;859.12;-36.777
19/11/2008;33404.6;23.952;1087.6;806.58;-219.134
20/11/2008;33404.6;23.925;1036.51;752.44;-520.229
21/11/2008;31250.6;24.614;1085.57;800.03;-9.897
24/11/2008;34188.8;23.195;1154.34;851.81;-42.868
25/11/2008;34812.9;23.148;1142.58;857.39;-71.559
26/11/2008;36469.6;22.242;1193.09;887.68;-3.459
27/11/2008;36212.6;23.067;1193.09;887.68;-9.213
28/11/2008;36595.9;23.063;1185.75;896.24;-55.871
01/12/2008;34740.5;23.373;1091.16;816.21;-1.104
02/12/2008;35000.8;24.079;1130.0;848.81;-69.42
03/12/2008;35296.7;24.975;1166.2;870.74;17.16
04/12/2008;35127.8;25.035;1127.75;845.22;-72.409
05/12/2008;35347.4;24.335;1177.87;876.07;-4.948
08/12/2008;38284.9;25.127;1225.06;909.7;-60.033
09/12/2008;37968.1;24.716;1212.45;888.67;-38.957
10/12/2008;39004.4;24.466;1222.38;899.24;-113.566
11/12/2008;38519.1;23.659;1180.46;873.59;-98.986
12/12/2008;39373.9;23.942;1206.65;879.73;33.861
15/12/2008;38320.2;23.848;1181.87;868.57;60.421
16/12/2008;39993.5;23.149;1243.49;913.18;-78.35
17/12/2008;39947.4;23.634;1225.86;904.42;-57.169
18/12/2008;39536.3;24.274;1204.69;885.28;86.878
19/12/2008;39131.2;23.552;1217.19;887.88;-47.787
22/12/2008;37618.5;24.054;1189.15;871.63;-6.451
23/12/2008;36470.8;2.377;1183.19;863.16;-97.588
24/12/2008;36470.8;2.376;1184.3;868.15;-48.686
26/12/2008;36864.1;2.366;1185.44;872.8;-30.311
29/12/2008;37060.2;23.972;1173.15;869.42;-43.088
30/12/2008;37550.3;23.298;1201.34;890.64;-32.764
31/12/2008;37550.3;23.145;1211.65;903.25;-2.001
02/01/2009;40244.2;23.177;1263.7;931.8;-21.229
05/01/2009;41518.7;22.372;1262.52;927.45;3.183.719
06/01/2009;42312.3;21.765;1274.49;934.7;-127.96
07/01/2009;40820.3;22.676;1238.6;906.65;-54.738
08/01/2009;41990.6;22.948;1252.52;909.73;-229.914
09/01/2009;41582.9;22.532;1223.01;890.35;-33.395
12/01/2009;39403.5;23.156;1201.13;870.26;-5.763
13/01/2009;39544.2;23.168;1202.65;871.79;57.632
14/01/2009;37981.8;23.705;1163.42;842.62;2.249
15/01/2009;39151.1;23.543;1183.52;843.74;85.933
16/01/2009;39341.5;23.304;1198.14;850.12;75.132
19/01/2009;38828.3;23.535;1198.14;850.12;56.333
20/01/2009;37272.1;23.747;1136.61;805.22;29.617
21/01/2009;38542.9;23.373;1185.76;840.24;-5.867
22/01/2009;37894.3;23.205;1168.08;827.5;-68.358
23/01/2009;38132.4;23.297;1175.89;831.95;91.695
26/01/2009;38509.4;23.227;1184.56;836.57;5.46
27/01/2009;38698.9;23.424;1194.41;845.71;-34.103
28/01/2009;40227.4;22.717;1235.91;874.09;-9.849
29/01/2009;39638.4;22.935;1203.85;845.14;-114.054
30/01/2009;39300.8;2.323;1180.25;825.88;-28.853
02/02/2009;38666.4;23.147;1195.75;825.44;7.633
03/02/2009;39746.8;23.052;1215.66;838.51;-38.694
04/02/2009;40129.0;23.075;1215.43;832.23;-47.423
05/02/2009;41108.6;22.823;1245.11;845.85;-68.286
06/02/2009;42755.5;22.435;1277.49;868.6;-193.224
09/02/2009;42100.1;22.589;1281.65;869.89;-149.762
10/02/2009;41207.4;23.093;1229.29;827.16;-144.054
11/02/2009;40845.6;22.692;1227.05;833.74;-39.784
12/02/2009;40500.8;23.071;1242.81;835.19;-28.835
13/02/2009;41673.6;2.254;1236.85;826.84;-14.156
16/02/2009;41841.3;2.274;1236.85;826.84;-15.401
17/02/2009;39847.0;23.394;1187.04;789.17;12.284
18/02/2009;39674.4;2.355;1188.77;788.42;-18.848
19/02/2009;39730.3;23.738;1167.89;778.94;43.875
20/02/2009;38714.6;23.835;1172.71;770.05;-0.803
25/02/2009;38231.6;23.691;1160.83;764.9;14.076
26/02/2009;38180.2;23.556;1127.1;752.83;-15.066
27/02/2009;38183.3;23.866;1116.99;735.09;-14.954
02/03/2009;36234.7;24.473;1076.67;700.82;32.389
03/03/2009;36467.6;24.171;1080.67;696.33;17.838
04/03/2009;38402.2;23.691;1110.3;712.87;-91.477
05/03/2009;37368.9;2.393;1074.52;682.55;67.725
06/03/2009;37105.1;23.755;1064.7;683.38;16.574
09/03/2009;36741.4;23.862;1043.87;676.53;-11.076
10/03/2009;38794.6;23.334;1112.44;719.6;-26.214
11/03/2009;38804.8;23.402;1125.95;721.36;-32.735
12/03/2009;39151.9;22.957;1164.71;750.74;-71.862
13/03/2009;39015.4;23.052;1168.52;756.55;-81.832
16/03/2009;38607.2;22.842;1145.45;753.89;14.343
17/03/2009;39510.7;22.825;1192.17;778.12;-42.982
18/03/2009;40142.3;22.495;1206.96;794.35;30.698
19/03/2009;40453.4;22.564;1204.21;784.04;-172.899
20/03/2009;40076.4;2.27;1187.18;768.54;-47.873
23/03/2009;42438.6;22.449;1259.81;822.92;-147.941
24/03/2009;41475.8;22.492;1234.34;806.12;-21.147
25/03/2009;41799.3;22.378;1236.66;813.88;-18.408
26/03/2009;42588.7;22.488;1281.3;832.86;-27.044
27/03/2009;41907.3;22.911;1251.47;815.94;84.998
30/03/2009;40653.1;2.331;1220.81;787.53;-10.767
31/03/2009;40925.9;23.228;1237.01;797.87;181.451
01/04/2009;41976.3;22.738;1252.51;811.08;13.442
02/04/2009;43736.4;22.312;1294.3;834.38;-53.001
03/04/2009;44391.0;22.097;1316.16;842.5;-81.799
06/04/2009;44167.3;22.227;1313.1;835.48;-44.928
07/04/2009;43824.5;22.156;1275.42;815.55;-102.554
08/04/2009;44182.0;22.032;1300.75;825.16;-103.007
09/04/2009;45538.7;2.171;1340.28;856.56;70.524
13/04/2009;45991.9;2.173;1336.67;858.73;2.607
14/04/2009;45418.2;22.086;1322.31;841.5;-100.793
15/04/2009;45272.6;21.835;1316.51;852.06;-79.914
16/04/2009;46024.8;21.741;1352.98;865.3;-51.502
17/04/2009;45778.3;21.952;1353.92;869.6;-50.111
20/04/2009;44433.1;22.477;1309.37;832.39;-94.181
22/04/2009;44888.2;22.106;1335.72;843.55;55.734
23/04/2009;45801.2;22.054;1344.41;851.92;-26.013
24/04/2009;46771.8;21.838;1373.28;866.23;15.061
27/04/2009;45819.7;22.236;1369.94;857.51;-62.541
28/04/2009;45821.4;22.008;1361.92;855.16;-40.014
29/04/2009;47226.8;21.796;1382.38;873.64;7.976
30/04/2009;47289.5;21.904;1394.33;872.81;-10.162
04/05/2009;50404.5;21.142;1427.96;907.24;-84.196
05/05/2009;50669.8;21.361;1423.81;903.8;-14.569
06/05/2009;51499.5;21.137;1423.85;919.53;-201.401
07/05/2009;50058.1;21.113;1389.83;907.39;-84.543
08/05/2009;51396.0;20.608;1394.16;929.23;195.489
11/05/2009;50976.4;20.678;1395.79;909.24;36.324
12/05/2009;50325.8;20.705;1377.4;908.35;20.828
13/05/2009;48679.2;2.114;1339.83;883.92;28.756
14/05/2009;49446.0;20.862;1359.67;893.07;-5.457
15/05/2009;49007.2;21.153;1355.11;882.88;-34.572
18/05/2009;51463.0;20.706;1392.73;909.71;66.227
19/05/2009;51346.6;20.404;1398.05;908.13;-5.63
20/05/2009;51245.1;20.335;1393.72;903.47;-339.442
21/05/2009;50087.3;20.311;1367.39;888.33;-4.126
22/05/2009;50568.5;20.269;1363.17;887.0;-40.189
25/05/2009;50816.2;20.274;1363.17;887.0;9.899
26/05/2009;51840.8;20.067;1412.61;910.33;3.974
27/05/2009;51791.6;20.405;1401.88;893.06;-12.864
28/05/2009;53040.7;20.025;1420.31;906.83;-36.499
29/05/2009;53197.7;19.702;1435.57;919.14;22.439
01/06/2009;54486.3;19.518;1477.12;942.87;-39.865
02/06/2009;53999.5;19.231;1480.31;944.74;-1.564
03/06/2009;52086.6;19.648;1475.44;931.76;-83.802
04/06/2009;53463.9;19.378;1492.74;942.46;117.204
05/06/2009;53341.0;19.615;1493.21;940.09;22.929
08/06/2009;53630.4;19.633;1488.49;939.14;-144.26
09/06/2009;53157.1;1.944;1501.55;942.43;-342.274
10/06/2009;53410.9;19.474;1495.27;939.15;3.256
12/06/2009;53558.2;1.926;1489.97;946.21;-82.57
15/06/2009;52033.8;19.502;1456.96;923.72;47.782
16/06/2009;51205.8;19.735;1443.25;911.97;47.752
17/06/2009;51045.8;19.706;1455.89;910.71;-68.951
18/06/2009;50903.0;1.972;1453.8;918.37;48.887
19/06/2009;51373.8;19.753;1471.23;921.23;-12.344
22/06/2009;49494.8;20.327;1426.61;893.04;-10.036
23/06/2009;49813.6;19.794;1424.46;895.1;-44.802
24/06/2009;49672.1;19.709;1447.06;900.94;84.295
25/06/2009;51514.8;19.426;1475.82;920.26;71.262
26/06/2009;51485.6;19.363;1480.2;918.9;-98.699
29/06/2009;52137.6;19.567;1483.83;927.23;-38.327
30/06/2009;51465.5;19.518;1477.25;919.32;103.826
01/07/2009;51543.8;19.325;1481.34;923.33;30.094
02/07/2009;51024.9;19.557;1446.28;896.42;14.512
03/07/2009;50934.7;19.534;1446.28;896.42;31.848
06/07/2009;50622.5;19.525;1441.01;898.72;95.921
07/07/2009;49456.7;19.975;1404.78;881.03;-57.126
08/07/2009;49177.6;20.032;1411.53;879.56;152.195
09/07/2009;49177.6;20.092;1414.98;882.68;-1.241
10/07/2009;49220.8;19.958;1419.84;879.13;35.279
13/07/2009;49186.9;19.782;1447.7;901.05;28.924
14/07/2009;48872.6;19.605;1452.84;905.84;-13.361
15/07/2009;51296.7;1.933;1500.98;932.68;109.105
16/07/2009;51918.2;19.318;1518.87;940.74;-0.076
17/07/2009;52072.5;19.261;1527.26;940.38;-104.575
20/07/2009;53154.9;1.9;1544.0;951.13;-19.976
21/07/2009;53233.6;18.977;1553.01;954.58;16.164
22/07/2009;53072.6;19.038;1565.0;954.07;-10.469
23/07/2009;54249.4;18.991;1601.52;976.29;-42.712
24/07/2009;54457.3;18.958;1599.06;979.26;-25.481
27/07/2009;54549.0;18.735;1599.31;982.18;-68.441
28/07/2009;54471.5;18.809;1605.47;979.62;-28.496
29/07/2009;53734.5;18.935;1599.61;975.15;71.213
30/07/2009;54478.4;1.883;1609.87;986.75;16.61
31/07/2009;54765.7;18.651;1603.36;987.48;-55.971
03/08/2009;55997.8;1.825;1628.12;1002.63;-82.434
04/08/2009;56038.1;18.163;1628.49;1005.65;-17.2
05/08/2009;56384.1;18.136;1614.44;1002.72;-34.088
06/08/2009;55754.9;18.418;1600.29;997.08;41.549
07/08/2009;56329.5;18.203;1619.49;1010.48;83.889
10/08/2009;56830.0;18.407;1610.43;1007.1;91.417
11/08/2009;55761.2;1.849;1594.69;994.35;52.34
12/08/2009;56588.3;18.388;1619.59;1005.81;5.027
13/08/2009;57048.0;18.237;1628.65;1012.73;-11.272
14/08/2009;56638.0;18.484;1611.58;1004.09;15.704
17/08/2009;55218.4;18.807;1564.89;979.73;101.147
18/08/2009;55748.9;18.443;1586.5;989.67;186.949
19/08/2009;56156.3;18.415;1596.61;996.46;47.615
20/08/2009;56831.5;18.442;1614.22;1007.37;33.151
21/08/2009;57728.6;18.299;1637.78;1026.13;38.623
24/08/2009;57775.4;1.841;1634.78;1025.57;7.947
25/08/2009;57421.4;18.616;1639.9;1028.0;49.08
26/08/2009;57765.7;1.862;1637.0;1028.12;21.747
27/08/2009;57703.9;18.668;1640.97;1030.98;85.129
28/08/2009;57700.6;18.812;1643.24;1028.93;148.437
31/08/2009;56489.0;18.804;1625.19;1020.63;84.575
01/09/2009;55815.0;19.137;1595.84;998.04;31.48
02/09/2009;55385.7;18.864;1594.28;994.75;47.125
03/09/2009;55707.2;18.603;1605.98;1003.24;28.271
04/09/2009;56652.3;18.442;1638.07;1016.4;33.373
08/09/2009;57854.8;18.296;1654.81;1025.39;62.073
09/09/2009;57909.9;18.338;1669.23;1033.37;-53.476
10/09/2009;58535.8;18.105;1686.16;1044.14;-0.809
11/09/2009;58366.4;18.306;1685.46;1042.73;40.018
14/09/2009;58867.6;18.125;1693.76;1049.34;-11.956
15/09/2009;59263.9;18.037;1699.53;1052.63;-17.853
16/09/2009;60410.7;18.027;1723.73;1068.76;58.324
17/09/2009;60236.0;18.055;1721.09;1065.48;-19.545
18/09/2009;60703.0;18.082;1725.24;1068.3;1.125.032
21/09/2009;60928.0;18.247;1731.58;1064.66;24.056
22/09/2009;61493.4;17.929;1734.09;1071.66;-38.091
23/09/2009;60496.2;1.798;1724.27;1060.87;-4.817
24/09/2009;60046.3;18.002;1709.76;1050.78;58.609
25/09/2009;60355.7;17.901;1694.15;1044.38;61.66
28/09/2009;61316.6;17.872;1724.59;1062.98;27.301
29/09/2009;61235.3;17.882;1717.67;1060.61;17.419
30/09/2009;61517.9;1.767;1718.99;1057.08;23.775
01/10/2009;60459.3;17.866;1666.41;1029.85;12.639
02/10/2009;61172.0;1.782;1662.49;1025.21;63.887
05/10/2009;62369.3;17.598;1675.64;1040.46;28.112
06/10/2009;62670.6;17.596;1705.25;1054.72;-24.951
07/10/2009;62638.3;17.485;1710.45;1057.59;1.554
08/10/2009;63759.9;17.364;1717.79;1065.48;-7.157
09/10/2009;64071.0;1.741;1727.76;1071.49;-16.168
13/10/2009;64645.6;17.216;1730.27;1073.19;-21.432
14/10/2009;66201.1;17.009;1754.26;1092.02;-77.144
15/10/2009;66703.3;1.701;1753.36;1096.56;24.112
16/10/2009;66200.5;1.71;1739.32;1087.68;17.186
19/10/2009;67239.5;17.177;1756.68;1097.91;192.384
20/10/2009;65303.1;17.547;1756.19;1091.06;-135.423
21/10/2009;65485.6;17.345;1753.56;1081.4;-9.303
22/10/2009;66135.0;17.185;1763.15;1092.91;-12.713
23/10/2009;65058.8;17.173;1753.63;1079.6;74.018
26/10/2009;65085.6;17.328;1746.75;1066.95;70.141
27/10/2009;63161.0;17.448;1722.46;1063.42;15.08
28/10/2009;60162.3;17.793;1682.06;1042.63;97.421
29/10/2009;63720.6;17.328;1711.27;1066.11;16.144
30/10/2009;61545.5;17.612;1667.13;1036.2;105.555
03/11/2009;62643.2;17.446;1679.2;1045.41;-12.803
04/11/2009;63912.6;17.207;1680.67;1046.5;116.248
05/11/2009;64815.7;17.165;1721.09;1066.63;136.649
06/11/2009;64466.1;17.202;1730.76;1069.3;41.971
09/11/2009;66214.4;16.989;1768.4;1093.08;27.297
10/11/2009;66303.5;17.117;1773.17;1093.01;58.498
11/11/2009;66431.2;17.182;1782.95;1098.51;-92.538
12/11/2009;64447.9;17.359;1773.14;1087.24;-50.08
13/11/2009;65325.6;17.225;1788.61;1093.48;69.437
16/11/2009;66627.1;17.122;1807.56;1109.3;-36.224
17/11/2009;67406.0;17.117;1812.21;1110.32;-25.69
18/11/2009;66515.7;17.255;1801.74;1109.8;-57.202
19/11/2009;66327.3;17.268;1773.19;1094.9;37.644
20/11/2009;66327.3;17.314;1764.39;1091.38;5.2
23/11/2009;66809.4;17.265;1792.94;1106.24;126.134
24/11/2009;67317.0;17.313;1786.25;1105.65;29.895
25/11/2009;67917.1;17.221;1793.67;1110.63;-287.717
26/11/2009;66391.8;17.469;1793.67;1110.63;74.354
27/11/2009;67082.1;17.408;1765.46;1091.49;43.888
30/11/2009;67044.4;17.557;1767.43;1095.63;-35.785
01/12/2009;68408.4;17.207;1787.71;1108.86;82.867
02/12/2009;68614.8;17.186;1790.82;1109.23;-23.529
03/12/2009;68314.8;17.103;1782.91;1099.92;-120.979
04/12/2009;67603.5;17.315;1791.91;1105.98;-5.721
07/12/2009;68512.2;17.336;1783.65;1103.25;151.139
08/12/2009;67728.5;1.762;1772.73;1091.94;29.177
09/12/2009;68012.0;17.622;1789.7;1095.95;31.748
10/12/2009;68728.3;17.567;1799.37;1102.35;-40.747
11/12/2009;69267.5;17.585;1792.06;1106.41;47.194
14/12/2009;69349.4;17.465;1809.09;1114.11;35.281
15/12/2009;69310.8;1.752;1798.21;1107.93;-146.082
16/12/2009;68622.4;17.563;1800.82;1109.18;-285.176
17/12/2009;67068.0;17.818;1778.27;1096.08;-57.991
18/12/2009;66794.2;17.802;1807.36;1102.47;-100.707
21/12/2009;65925.2;17.846;1828.79;1114.05;-30.31
22/12/2009;67417.9;17.809;1839.51;1118.02;25.633
23/12/2009;67588.9;1.76;1851.99;1120.59;136.854
24/12/2009;67588.9;1.763;1869.84;1126.48;30.884
28/12/2009;67901.7;17.418;1878.18;1127.78;91.838
29/12/2009;68296.0;17.407;1872.02;1126.2;34.322
30/12/2009;68588.4;17.416;1878.65;1126.42;123.539
31/12/2009;68588.4;17.445;1860.31;1115.1;15.714
04/01/2010;70045.1;1.72;1886.7;1132.98;86.891
05/01/2010;70239.8;17.306;1888.43;1136.52;91.78
06/01/2010;70729.3;1.731;1878.42;1137.14;11.503
07/01/2010;70451.1;17.465;1876.72;1141.7;61.401
08/01/2010;70262.7;17.264;1892.59;1144.98;77.441
11/01/2010;70433.5;17.373;1886.24;1146.98;174.823
12/01/2010;70075.8;17.484;1861.79;1136.22;152.182
13/01/2010;70385.5;17.569;1886.13;1145.68;115.983
14/01/2010;69801.4;17.602;1886.52;1148.46;88.805
15/01/2010;68978.3;17.723;1864.52;1136.03;83.94
18/01/2010;69400.9;17.643;1864.52;1136.03;64.227
19/01/2010;69908.6;17.701;1895.48;1150.23;-37.623
20/01/2010;68200.1;17.888;1867.95;1138.04;100.759
21/01/2010;66270.1;1.803;1850.57;1116.48;126.251
22/01/2010;66220.0;18.247;1794.82;1091.76;965.608
25/01/2010;66220.0;1.821;1802.39;1096.79;25.243
26/01/2010;65523.7;18.353;1803.86;1092.17;-16.346
27/01/2010;65069.8;1.858;1818.9;1097.5;78.497
28/01/2010;65587.8;1.872;1771.1;1084.53;89.05
29/01/2010;65401.8;1.895;1741.04;1073.87;62.879
01/02/2010;66571.7;18.481;1760.72;1089.19;137.115
02/02/2010;67163.2;18.297;1776.92;1103.32;40.229
03/02/2010;67108.6;18.525;1784.7;1097.28;54.219
04/02/2010;63934.0;18.769;1732.99;1063.11;58.534
05/02/2010;62762.7;18.793;1746.12;1066.19;255.251
08/02/2010;63153.1;18.755;1734.88;1056.74;5.749
09/02/2010;64718.2;18.473;1753.84;1070.52;-24.397
10/02/2010;65051.4;18.562;1749.76;1068.14;551.286
11/02/2010;66128.9;18.433;1775.74;1078.47;49.952
12/02/2010;65855.0;18.544;1779.11;1075.51;17.745
17/02/2010;67284.6;18.304;1810.86;1099.51;-130.622
18/02/2010;67836.1;18.088;1823.39;1106.75;-9.766
19/02/2010;67597.4;18.027;1823.32;1109.17;-23.517
22/02/2010;67184.2;18.113;1817.63;1108.02;-54.933
23/02/2010;66108.3;18.269;1793.82;1094.6;-2.182
24/02/2010;65794.8;18.246;1812.51;1105.24;53.663
25/02/2010;66121.0;18.238;1812.91;1102.94;-9.814
26/02/2010;66503.3;18.076;1818.68;1104.49;-18.514
01/03/2010;67227.9;17.978;1846.4;1115.71;23.497
02/03/2010;67779.2;17.928;1851.21;1118.31;-19.593
03/03/2010;67641.3;17.915;1851.57;1118.79;-94.612
04/03/2010;67814.7;17.884;1859.72;1122.97;11.445
05/03/2010;68846.5;17.782;1888.56;1138.7;37.483
08/03/2010;68575.5;17.885;1890.89;1138.51;-11.195
09/03/2010;69576.4;17.757;1901.38;1140.45;16.228
10/03/2010;69979.3;17.688;1917.35;1145.61;-46.501
11/03/2010;69884.6;17.639;1923.81;1150.24;-98.657
12/03/2010;69341.4;17.624;1924.43;1149.99;-18.005
15/03/2010;69023.8;17.644;1920.09;1150.51;48.139
16/03/2010;69942.2;17.674;1932.24;1159.46;3.419
17/03/2010;69723.2;1.767;1936.22;1166.21;-9.733
18/03/2010;69697.3;17.917;1943.94;1165.83;-6.296
19/03/2010;68829.0;18.017;1932.43;1159.9;6.972
22/03/2010;69041.7;17.897;1949.59;1165.81;-9.245
23/03/2010;69386.7;17.761;1963.2;1174.17;20.662
24/03/2010;68913.4;18.012;1951.84;1167.72;42.073
25/03/2010;68441.7;18.191;1949.15;1165.73;3.268
26/03/2010;68682.7;1.819;1952.63;1166.59;-0.191
29/03/2010;69939.1;17.945;1961.22;1173.22;46.175
30/03/2010;69959.6;17.899;1967.96;1173.27;-12.663
31/03/2010;70371.5;17.813;1958.34;1169.43;344.816
01/04/2010;71136.3;17.646;1959.56;1178.1;129.752
05/04/2010;71289.7;17.618;1977.83;1187.44;-76.866
06/04/2010;71095.6;17.531;1981.95;1189.44;-64.309
07/04/2010;70792.9;17.813;1977.3;1182.45;-53.349
08/04/2010;71784.8;17.809;1980.73;1186.44;21.525
09/04/2010;71417.3;1.764;1994.43;1194.37;31.751
12/04/2010;70614.4;17.532;1995.65;1196.48;-10.194
13/04/2010;70792.4;17.495;2003.81;1197.3;-83.527
14/04/2010;71034.9;17.455;2028.82;1210.65;-2.833
15/04/2010;70524.4;17.488;2038.64;1211.67;80.268
16/04/2010;69421.4;17.582;2012.84;1192.13;135.961
19/04/2010;69097.6;1.754;2013.53;1197.52;88.357
20/04/2010;69318.4;17.509;2023.6;1207.18;424.689
22/04/2010;69386.4;17.638;2045.16;1208.67;171.54
23/04/2010;69509.5;17.565;2055.33;1217.28;438.367
26/04/2010;68871.9;17.465;2049.09;1212.05;-11.258
27/04/2010;66511.1;17.713;2006.25;1183.71;-162.625
28/04/2010;66655.7;17.485;2007.59;1191.36;-229.244
29/04/2010;67978.0;17.277;2042.89;1206.78;1.935
30/04/2010;67529.7;17.394;2000.63;1186.69;97.136
03/05/2010;67119.4;1.727;2031.6;1202.26;146.519
04/05/2010;64869.3;17.648;1968.97;1173.6;148.619
05/05/2010;64914.2;17.951;1958.26;1165.9;79.493
06/05/2010;63414.2;18.551;1893.75;1128.15;25.547
07/05/2010;62870.9;1.838;1849.44;1110.89;8.259
10/05/2010;65452.7;1.771;1942.61;1159.73;4.495
11/05/2010;64424.9;17.904;1940.48;1155.79;64.99
12/05/2010;65223.6;17.741;1975.58;1171.67;-107.576
13/05/2010;64788.2;17.756;1945.52;1157.44;19.517
14/05/2010;63412.5;17.993;1907.1;1135.68;241.335
17/05/2010;62866.3;18.006;1915.45;1136.94;113.526
18/05/2010;60841.1;18.219;1887.06;1120.8;25.55
19/05/2010;59689.3;18.278;1873.42;1115.05;-384.63
20/05/2010;58192.1;18.836;1800.12;1071.59;-401.423
21/05/2010;60259.3;18.534;1822.77;1087.69;89.725
24/05/2010;59915.1;18.704;1815.28;1073.65;192.439
25/05/2010;59184.1;18.451;1815.68;1074.03;82.848
26/05/2010;60190.4;18.717;1796.47;1067.95;-32.773
27/05/2010;62091.8;18.153;1862.71;1103.06;89.065
28/05/2010;61947.0;18.171;1852.39;1089.41;103.887
31/05/2010;63046.5;18.209;1852.39;1089.41;-116.72
01/06/2010;61841.0;18.478;1835.04;1070.71;76.117
02/06/2010;62942.9;18.176;1879.59;1098.38;-15.132
04/06/2010;61675.8;18.654;1832.04;1064.88;21.295
07/06/2010;61182.9;18.798;1798.16;1050.47;2.671
08/06/2010;61793.6;18.543;1795.7;1062.0;-9.492
09/06/2010;61478.6;18.501;1778.92;1055.69;-12.428
10/06/2010;63048.8;18.045;1830.09;1086.84;-10.226
11/06/2010;63605.4;18.107;1847.15;1091.6;-12.338
14/06/2010;63532.9;18.111;1845.48;1089.63;87.946
15/06/2010;64442.3;17.875;1897.48;1115.23;-109.501
16/06/2010;64750.7;17.873;1905.31;1114.61;-93.856
17/06/2010;64540.9;17.802;1910.65;1116.04;-37.156
18/06/2010;64437.6;17.721;1913.48;1117.51;-74.597
21/06/2010;64829.0;17.712;1895.84;1113.2;-30.364
22/06/2010;64810.6;1.788;1880.54;1095.31;-31.229
23/06/2010;65160.3;17.873;1874.42;1092.04;20.067
24/06/2010;63936.7;17.836;1844.59;1073.69;-3.087
25/06/2010;64823.8;17.802;1838.52;1076.77;190.122
28/06/2010;64225.2;17.803;1836.0;1074.57;-207.118
29/06/2010;61977.9;18.134;1764.06;1041.24;79.962
30/06/2010;60935.9;18.047;1739.14;1030.71;-13.104
01/07/2010;61236.2;17.911;1734.41;1027.37;159.498
02/07/2010;61429.8;17.721;1728.34;1022.58;45.333
05/07/2010;60865.3;17.774;1728.34;1022.58;19.725
06/07/2010;62064.8;17.796;1734.68;1028.06;542.194
07/07/2010;63283.8;17.674;1789.72;1060.27;11.341
08/07/2010;63476.3;17.605;1798.31;1070.24;-4.707
09/07/2010;63476.3;17.554;1814.79;1077.96;-81.249
12/07/2010;62960.1;17.607;1821.03;1078.75;-29.744
13/07/2010;63685.6;1.757;1845.03;1095.34;-51.676
14/07/2010;63479.5;17.626;1853.41;1095.17;16.201
15/07/2010;63489.4;17.629;1856.24;1096.48;9.686
16/07/2010;62339.3;17.821;1803.48;1064.88;22.08
19/07/2010;63297.0;17.926;1819.28;1071.25;1.743
20/07/2010;64462.5;17.742;1840.67;1083.48;-46.528
21/07/2010;64476.8;17.808;1817.3;1069.59;-20.064
22/07/2010;65748.1;17.581;1863.1;1093.67;-60.973
23/07/2010;66323.0;17.738;1875.38;1102.66;614.199
26/07/2010;66443.3;17.624;1890.4;1115.01;-37.6
27/07/2010;66674.4;17.672;1888.81;1113.84;-27.748
28/07/2010;66808.3;1.769;1872.62;1106.13;-158.758
29/07/2010;66953.8;1.758;1860.3;1101.53;4.553
30/07/2010;67515.4;17.549;1864.0;1101.6;65.517
02/08/2010;68517.5;1.752;1898.99;1125.86;54.843
03/08/2010;67997.4;17.574;1891.81;1120.46;-142.675
04/08/2010;68272.0;17.522;1909.2;1127.24;-76.182
05/08/2010;68411.7;17.518;1904.95;1125.82;-30.665
06/08/2010;68094.8;17.609;1902.88;1121.64;28.075
